0.63;0.49;0.56;0.66;0.51;-83
0.64;0.50;0.57;0.66;0.54;115
0.72;0.60;0.59;0.68;0.63;252
0.65;0.54;0.60;0.66;0.57;143
0.63;0.49;0.55;0.65;0.52;-123
0.64;0.51;0.57;0.65;0.52;202
0.67;0.58;0.57;0.67;0.60;133
0.66;0.56;0.57;0.67;0.58;-134
0.64;0.50;0.54;0.65;0.51;80
0.65;0.51;0.55;0.65;0.52;276
0.72;0.61;0.57;0.68;0.61;34

0.64;0.51;0.57;0.67;0.52;45
0.64;0.52;0.59;0.66;0.52;56
0.64;0.51;0.58;0.67;0.51;57
0.64;0.51;0.58;0.67;0.51;55
0.65;0.52;0.58;0.68;0.47;156
0.65;0.51;0.58;0.70;0.52;219
0.65;0.55;0.57;0.67;0.55;67
0.64;0.53;0.57;0.65;0.55;-232
0.63;0.51;0.56;0.65;0.52;318
0.66;0.52;0.57;0.65;0.51;178
0.71;0.58;0.56;0.65;0.60;-32
0.61;0.52;0.53;0.65;0.56;-203
0.63;0.51;0.56;0.65;0.52;-169
0.63;0.52;0.56;0.66;0.52;487
0.64;0.55;0.60;0.67;0.53;139
0.62;0.54;0.54;0.66;0.54;-225
0.63;0.50;0.55;0.65;0.51;19
0.64;0.51;0.56;0.66;0.52;37
0.64;0.53;0.57;0.65;0.53;-76
0.64;0.52;0.56;0.66;0.52;78
0.64;0.51;0.57;0.65;0.51;99
0.65;0.52;0.59;0.66;0.51;315
0.73;0.53;0.56;0.66;0.53;-169
0.65;0.51;0.56;0.65;0.52;-80
0.65;0.53;0.56;0.66;0.52;390
0.72;0.52;0.56;0.65;0.52;5
0.68;0.52;0.55;0.65;0.51;-142
0.64;0.52;0.55;0.66;0.53;-94
0.65;0.52;0.57;0.66;0.52;151
0.64;0.54;0.57;0.65;0.54;402
0.65;0.60;0.59;0.65;0.63;-340
0.63;0.49;0.58;0.66;0.53;100
0.64;0.51;0.58;0.66;0.51;77
0.65;0.51;0.58;0.66;0.50;41
0.65;0.52;0.57;0.66;0.50;45
0.65;0.52;0.56;0.65;0.51;66
0.63;0.51;0.57;0.66;0.51;51
0.65;0.51;0.57;0.66;0.51;50
0.64;0.51;0.57;0.67;0.51;55
0.65;0.52;0.59;0.65;0.52;54

0.68;0.53;0.58;0.65;0.51;36
0.67;0.47;0.58;0.65;0.52;41
0.67;0.53;0.58;0.66;0.51;10
0.65;0.53;0.57;0.65;0.51;39
0.64;0.52;0.57;0.66;0.52;144
0.67;0.53;0.57;0.66;0.49;652
0.72;0.53;0.54;0.66;0.51;71
0.69;0.53;0.53;0.66;0.52;-363
0.65;0.52;0.57;0.65;0.52;439
0.71;0.54;0.58;0.67;0.52;767
0.73;0.54;0.54;0.67;0.53;-445
0.65;0.51;0.53;0.66;0.53;-285
0.63;0.53;0.56;0.65;0.52;-67
0.63;0.53;0.57;0.66;0.53;715
0.74;0.54;0.56;0.69;0.54;88
0.69;0.54;0.52;0.66;0.54;-303
0.66;0.53;0.54;0.65;0.54;72
0.65;0.53;0.54;0.65;0.52;-128
0.63;0.53;0.56;0.66;0.52;-52
0.64;0.53;0.58;0.65;0.52;114
0.64;0.53;0.57;0.65;0.52;231
0.64;0.59;0.55;0.65;0.58;31
0.68;0.59;0.56;0.65;0.61;93
0.64;0.50;0.55;0.66;0.53;-146
0.63;0.51;0.56;0.67;0.51;458
0.65;0.54;0.56;0.65;0.54;118
0.68;0.64;0.58;0.67;0.60;-37
0.68;0.62;0.58;0.66;0.59;-98
0.65;0.51;0.56;0.67;0.54;-124
0.65;0.51;0.56;0.66;0.51;5
0.64;0.52;0.57;0.65;0.50;83
0.65;0.56;0.57;0.65;0.53;265
0.75;0.67;0.59;0.68;0.62;-81
0.67;0.56;0.60;0.65;0.56;-268
0.63;0.50;0.57;0.66;0.52;15
0.64;0.50;0.56;0.66;0.55;456
0.69;0.58;0.60;0.66;0.61;73
0.70;0.60;0.63;0.69;0.68;9
0.65;0.53;0.60;0.66;0.55;-137
0.63;0.50;0.58;0.65;0.51;16

0.65;0.53;0.57;0.66;0.51;-4
0.65;0.51;0.57;0.65;0.47;84
0.65;0.51;0.58;0.65;0.51;47
0.65;0.52;0.58;0.65;0.51;116
0.65;0.51;0.57;0.66;0.53;80
0.65;0.51;0.57;0.66;0.53;165
0.65;0.51;0.57;0.65;0.52;76
0.68;0.60;0.59;0.66;0.60;151
0.69;0.58;0.60;0.66;0.63;-3
0.65;0.51;0.59;0.65;0.52;-105
0.65;0.50;0.59;0.65;0.50;6
0.64;0.50;0.60;0.66;0.52;129
0.65;0.51;0.60;0.65;0.51;126
0.67;0.60;0.60;0.66;0.58;127
0.70;0.61;0.60;0.66;0.62;26
0.65;0.49;0.57;0.66;0.53;-212
0.65;0.49;0.58;0.66;0.51;-41
0.64;0.50;0.59;0.66;0.51;64
0.65;0.51;0.59;0.65;0.51;113
0.65;0.49;0.59;0.65;0.51;430
0.68;0.51;0.59;0.66;0.51;-24
0.77;0.54;0.65;0.67;0.54;-198
0.78;0.54;0.64;0.67;0.54;148
0.69;0.51;0.57;0.65;0.53;41
0.63;0.50;0.55;0.65;0.52;-96
0.64;0.51;0.57;0.66;0.51;-38
0.63;0.52;0.59;0.66;0.50;112
0.64;0.52;0.57;0.65;0.52;19
0.63;0.53;0.56;0.65;0.55;56
0.65;0.58;0.56;0.65;0.57;140
0.66;0.71;0.58;0.67;0.77;170
0.66;0.70;0.60;0.66;0.76;12
0.65;0.56;0.55;0.65;0.60;80
0.65;0.47;0.55;0.66;0.48;-82
0.65;0.48;0.55;0.66;0.51;-34
0.65;0.49;0.56;0.67;0.50;85
0.65;0.49;0.54;0.66;0.50;57
0.65;0.49;0.55;0.66;0.51;49
0.65;0.49;0.55;0.65;0.51;58
0.65;0.49;0.55;0.66;0.52;53

0.66;0.55;0.59;0.68;0.57;34
0.66;0.55;0.58;0.68;0.54;58
0.65;0.54;0.58;0.67;0.54;34
0.66;0.55;0.56;0.67;0.54;55
0.67;0.56;0.61;0.67;0.53;64
0.67;0.56;0.57;0.66;0.54;67
0.65;0.57;0.57;0.66;0.54;-128
0.66;0.54;0.58;0.70;0.55;-13
0.68;0.54;0.58;0.72;0.54;243
0.66;0.51;0.58;0.68;0.54;-29
0.65;0.57;0.59;0.68;0.54;-192
0.69;0.60;0.60;0.75;0.55;331
0.68;0.49;0.59;0.68;0.54;215
0.67;0.49;0.57;0.67;0.54;-134
0.68;0.52;0.58;0.66;0.52;111
0.66;0.56;0.58;0.66;0.53;54
0.66;0.62;0.58;0.66;0.55;120
0.67;0.54;0.57;0.66;0.54;87
0.66;0.53;0.58;0.68;0.53;-68
0.66;0.56;0.58;0.66;0.54;-37
0.67;0.58;0.60;0.68;0.55;229
0.66;0.52;0.57;0.69;0.55;11
0.67;0.52;0.58;0.67;0.54;61
0.67;0.57;0.60;0.67;0.54;-192
0.66;0.61;0.60;0.68;0.55;327
0.66;0.50;0.59;0.68;0.54;107
0.67;0.54;0.60;0.68;0.54;-64
0.68;0.54;0.60;0.66;0.54;-263
0.66;0.64;0.60;0.68;0.56;363
0.66;0.50;0.59;0.68;0.55;123
0.67;0.53;0.60;0.66;0.54;-85
0.67;0.53;0.60;0.68;0.54;-102
0.66;0.67;0.60;0.67;0.57;166
0.65;0.55;0.60;0.68;0.55;238
0.66;0.51;0.60;0.68;0.54;-273
0.66;0.53;0.62;0.68;0.52;-50
0.65;0.53;0.61;0.67;0.52;283
0.69;0.57;0.62;0.68;0.58;172
0.68;0.63;0.63;0.71;0.64;4
0.66;0.55;0.62;0.69;0.59;27

0.65;0.55;0.59;0.69;0.56;99
0.65;0.55;0.59;0.67;0.54;50
0.65;0.56;0.59;0.67;0.56;82
0.66;0.55;0.58;0.66;0.54;54
0.66;0.54;0.58;0.66;0.54;71
0.65;0.54;0.58;0.66;0.54;46
0.66;0.54;0.59;0.66;0.55;35
0.68;0.59;0.58;0.71;0.57;141
0.67;0.52;0.58;0.67;0.54;130
0.65;0.52;0.58;0.66;0.55;-230
0.68;0.65;0.59;0.72;0.56;62
0.70;0.61;0.59;0.73;0.56;317
0.67;0.46;0.56;0.65;0.55;148
0.65;0.50;0.57;0.66;0.54;-130
0.65;0.57;0.58;0.68;0.56;19
0.68;0.65;0.60;0.75;0.59;115
0.67;0.51;0.57;0.67;0.56;93
0.65;0.48;0.56;0.65;0.54;50
0.65;0.54;0.57;0.67;0.55;37
0.71;0.68;0.61;0.74;0.58;116
0.70;0.55;0.60;0.70;0.56;66
0.65;0.47;0.56;0.65;0.54;44
0.65;0.51;0.57;0.65;0.54;35
0.67;0.63;0.59;0.68;0.55;89
0.71;0.63;0.59;0.72;0.58;-29
0.66;0.49;0.56;0.65;0.55;4
0.65;0.49;0.56;0.65;0.54;75
0.65;0.51;0.58;0.65;0.54;141
0.70;0.72;0.60;0.72;0.58;-1
0.70;0.55;0.58;0.70;0.57;4
0.65;0.46;0.57;0.66;0.54;4
0.65;0.49;0.58;0.65;0.53;73
0.65;0.48;0.58;0.65;0.53;26
0.64;0.51;0.58;0.66;0.53;54
0.65;0.50;0.57;0.65;0.53;51
0.65;0.51;0.57;0.66;0.55;18
0.65;0.51;0.58;0.65;0.54;26
0.65;0.52;0.58;0.65;0.54;56
0.65;0.52;0.58;0.65;0.53;54
0.65;0.52;0.57;0.66;0.53;58

0.65;0.53;0.58;0.65;0.53;50
0.65;0.53;0.57;0.66;0.53;63
0.65;0.53;0.57;0.66;0.53;67
0.69;0.52;0.57;0.66;0.53;101
0.65;0.53;0.56;0.66;0.54;99
0.65;0.53;0.57;0.66;0.54;81
0.65;0.54;0.56;0.66;0.53;85
0.65;0.53;0.56;0.65;0.53;38
0.65;0.54;0.56;0.65;0.53;61
0.65;0.54;0.58;0.66;0.52;79
0.65;0.55;0.56;0.66;0.53;127
0.67;0.65;0.58;0.70;0.54;45
0.71;0.61;0.60;0.74;0.57;-48
0.66;0.50;0.58;0.67;0.55;62
0.65;0.50;0.56;0.65;0.53;10
0.65;0.63;0.57;0.67;0.53;72
0.73;0.67;0.63;0.76;0.59;91
0.68;0.50;0.58;0.69;0.57;-4
0.65;0.49;0.56;0.65;0.51;58
0.65;0.58;0.56;0.65;0.53;41
0.71;0.69;0.61;0.75;0.59;138
0.68;0.50;0.57;0.68;0.56;-46
0.65;0.48;0.56;0.66;0.53;3
0.66;0.50;0.57;0.66;0.53;-6
0.64;0.52;0.57;0.65;0.52;435
0.70;0.58;0.56;0.68;0.59;173
0.69;0.60;0.57;0.70;0.65;-195
0.59;0.52;0.56;0.65;0.55;-202
0.64;0.51;0.58;0.65;0.52;583
0.71;0.63;0.57;0.69;0.62;66
0.67;0.60;0.59;0.70;0.64;-346
0.59;0.51;0.56;0.66;0.54;-30
0.62;0.52;0.57;0.65;0.53;77
0.63;0.52;0.57;0.66;0.53;140
0.64;0.56;0.57;0.64;0.53;-468
0.67;0.57;0.58;0.75;0.62;-253
0.86;0.71;0.64;0.86;0.81;431
0.81;0.64;0.62;0.80;0.76;318
0.66;0.52;0.57;0.66;0.58;-21
0.65;0.53;0.56;0.65;0.55;-79

0.67;0.57;0.57;0.69;0.58;-96
0.67;0.55;0.58;0.69;0.55;231
0.65;0.53;0.57;0.67;0.54;44
0.65;0.53;0.57;0.68;0.54;33
0.65;0.54;0.56;0.67;0.53;68
0.65;0.54;0.56;0.66;0.53;40
0.65;0.55;0.56;0.67;0.54;129
0.65;0.57;0.57;0.66;0.53;71
0.69;0.64;0.57;0.71;0.56;-254
0.69;0.58;0.57;0.72;0.58;130
0.65;0.47;0.56;0.65;0.53;31
0.65;0.51;0.55;0.65;0.53;-51
0.65;0.54;0.55;0.66;0.54;174
0.66;0.63;0.57;0.70;0.56;121
0.69;0.60;0.59;0.73;0.57;0
0.65;0.49;0.55;0.67;0.54;-1
0.65;0.50;0.56;0.65;0.53;35
0.65;0.54;0.55;0.66;0.53;133
0.69;0.67;0.58;0.74;0.58;109
0.68;0.52;0.57;0.69;0.56;-35
0.65;0.48;0.56;0.65;0.53;62
0.65;0.50;0.56;0.65;0.53;22
0.65;0.52;0.56;0.66;0.53;-405
0.67;0.61;0.59;0.74;0.58;109
0.69;0.56;0.58;0.73;0.57;409
0.67;0.44;0.55;0.66;0.54;61
0.65;0.50;0.55;0.66;0.53;-323
0.66;0.61;0.57;0.72;0.57;176
0.70;0.62;0.59;0.75;0.57;251
0.66;0.42;0.55;0.68;0.53;-20
0.67;0.50;0.55;0.65;0.53;-58
0.65;0.50;0.56;0.66;0.54;117
0.69;0.55;0.56;0.68;0.53;112
0.74;0.69;0.60;0.81;0.63;345
0.70;0.62;0.59;0.77;0.65;-22
0.61;0.46;0.55;0.66;0.56;-98
0.63;0.51;0.56;0.65;0.53;212
0.69;0.60;0.57;0.68;0.56;-51
0.76;0.75;0.61;0.81;0.71;419
0.69;0.59;0.58;0.74;0.64;-45

0.65;0.52;0.56;0.66;0.52;50
0.65;0.54;0.56;0.66;0.53;55
0.65;0.53;0.56;0.66;0.52;54
0.65;0.53;0.56;0.66;0.53;54
0.65;0.53;0.55;0.65;0.50;51
0.65;0.53;0.55;0.68;0.53;54
0.64;0.54;0.56;0.66;0.53;56
0.65;0.53;0.56;0.65;0.52;52
0.65;0.53;0.56;0.66;0.52;52
0.65;0.53;0.57;0.66;0.53;59
0.65;0.54;0.58;0.64;0.51;22
0.65;0.53;0.56;0.65;0.52;75
0.67;0.56;0.56;0.65;0.52;93
0.71;0.70;0.59;0.77;0.66;154
0.71;0.62;0.60;0.76;0.64;-76
0.65;0.47;0.56;0.66;0.54;-66
0.65;0.50;0.56;0.65;0.51;64
0.65;0.51;0.56;0.66;0.52;60
0.65;0.51;0.56;0.66;0.53;204
0.70;0.56;0.56;0.69;0.56;94
0.74;0.64;0.58;0.74;0.65;25
0.62;0.47;0.55;0.67;0.55;14
0.64;0.50;0.54;0.65;0.53;43
0.67;0.55;0.56;0.66;0.56;145
0.75;0.66;0.59;0.75;0.67;120
0.65;0.52;0.56;0.69;0.60;14
0.64;0.48;0.55;0.65;0.53;-43
0.65;0.52;0.56;0.65;0.51;10
0.64;0.53;0.57;0.65;0.52;91
0.65;0.53;0.57;0.66;0.52;34
0.67;0.57;0.56;0.66;0.54;37
0.74;0.68;0.60;0.75;0.67;87
0.65;0.53;0.57;0.70;0.60;34
0.65;0.50;0.55;0.65;0.51;83
0.65;0.51;0.56;0.66;0.52;-24
0.67;0.67;0.58;0.72;0.62;152
0.71;0.65;0.63;0.76;0.68;20
0.64;0.49;0.57;0.67;0.56;14
0.64;0.49;0.56;0.65;0.50;14
0.65;0.51;0.56;0.65;0.51;74

0.68;0.56;0.58;0.68;0.55;64
0.66;0.55;0.58;0.68;0.55;52
0.67;0.57;0.59;0.69;0.55;56
0.67;0.56;0.59;0.68;0.55;52
0.67;0.56;0.59;0.68;0.56;-3
0.67;0.56;0.59;0.69;0.56;111
0.67;0.55;0.59;0.70;0.55;30
0.66;0.56;0.59;0.69;0.55;44
0.68;0.55;0.60;0.69;0.55;64
0.68;0.56;0.59;0.69;0.55;59
0.68;0.56;0.59;0.69;0.57;-72
0.68;0.56;0.61;0.72;0.55;-104
0.82;0.61;0.69;0.84;0.64;426
0.73;0.55;0.64;0.77;0.60;247
0.65;0.55;0.59;0.65;0.57;-40
0.65;0.55;0.60;0.65;0.56;-75
0.65;0.55;0.59;0.68;0.56;-554
0.74;0.61;0.65;0.87;0.60;483
0.73;0.57;0.63;0.76;0.60;13
0.68;0.55;0.57;0.67;0.56;-78
0.67;0.56;0.58;0.66;0.55;3
0.67;0.56;0.59;0.68;0.56;-282
0.73;0.57;0.61;0.78;0.56;493
0.81;0.56;0.61;0.78;0.61;57
0.66;0.54;0.57;0.67;0.56;-92
0.67;0.55;0.58;0.67;0.56;-85
0.67;0.56;0.58;0.68;0.54;122
0.67;0.56;0.57;0.67;0.55;-646
0.73;0.55;0.61;0.79;0.58;105
0.84;0.60;0.64;0.82;0.60;246
0.75;0.58;0.63;0.75;0.57;144
0.66;0.55;0.58;0.67;0.55;-78
0.67;0.57;0.57;0.70;0.55;-85
0.82;0.63;0.64;0.83;0.59;311
0.76;0.60;0.63;0.74;0.58;133
0.69;0.56;0.58;0.65;0.55;119
0.67;0.55;0.56;0.66;0.55;-127
0.67;0.58;0.57;0.68;0.56;-186
0.74;0.58;0.58;0.72;0.58;79
0.78;0.65;0.63;0.79;0.66;392

0.67;0.55;0.58;0.69;0.57;56
0.68;0.57;0.56;0.67;0.55;54
0.68;0.57;0.58;0.67;0.56;51
0.69;0.56;0.58;0.68;0.58;55
0.67;0.55;0.57;0.67;0.55;52
0.68;0.55;0.58;0.67;0.55;61
0.68;0.56;0.58;0.67;0.56;28
0.69;0.56;0.57;0.67;0.56;58
0.68;0.56;0.57;0.67;0.56;54
0.68;0.57;0.58;0.68;0.56;66
0.68;0.56;0.57;0.68;0.54;99
0.68;0.55;0.57;0.67;0.55;15
0.69;0.57;0.56;0.70;0.56;-63
0.71;0.57;0.60;0.77;0.57;138
0.80;0.64;0.62;0.82;0.59;171
0.71;0.56;0.58;0.72;0.57;-6
0.66;0.55;0.56;0.66;0.55;-175
0.67;0.58;0.57;0.72;0.56;-120
0.87;0.68;0.64;0.91;0.62;468
0.77;0.61;0.61;0.77;0.59;47
0.69;0.53;0.56;0.66;0.55;121
0.68;0.56;0.56;0.68;0.56;-18
0.68;0.55;0.57;0.69;0.56;233
0.68;0.56;0.58;0.68;0.54;-329
0.73;0.57;0.60;0.70;0.59;245
0.72;0.59;0.60;0.70;0.61;279
0.67;0.56;0.56;0.68;0.57;50
0.68;0.54;0.57;0.68;0.55;-585
0.71;0.59;0.59;0.70;0.57;118
0.76;0.61;0.63;0.72;0.63;430
0.69;0.57;0.59;0.71;0.58;125
0.68;0.55;0.57;0.69;0.55;-374
0.69;0.56;0.58;0.69;0.56;-39
0.78;0.62;0.63;0.71;0.60;361
0.72;0.59;0.59;0.70;0.59;144
0.66;0.53;0.57;0.68;0.56;-168
0.70;0.55;0.58;0.70;0.56;-232
0.76;0.62;0.62;0.72;0.61;279
0.75;0.64;0.62;0.70;0.59;376
0.69;0.56;0.57;0.68;0.56;35

0.67;0.54;0.57;0.68;0.54;28
0.64;0.55;0.57;0.69;0.55;60
0.66;0.56;0.62;0.69;0.55;63
0.66;0.54;0.58;0.68;0.56;36
0.67;0.54;0.57;0.69;0.55;46
0.67;0.56;0.57;0.69;0.56;37
0.66;0.55;0.58;0.69;0.55;89
0.66;0.55;0.57;0.69;0.55;29
0.68;0.57;0.57;0.70;0.55;-268
0.73;0.62;0.57;0.75;0.60;208
0.72;0.59;0.58;0.74;0.60;287
0.70;0.54;0.58;0.69;0.58;-35
0.69;0.54;0.56;0.67;0.55;-130
0.72;0.60;0.57;0.72;0.57;131
0.75;0.61;0.59;0.78;0.65;249
0.70;0.58;0.57;0.73;0.59;149
0.67;0.54;0.56;0.66;0.56;-163
0.70;0.60;0.56;0.73;0.59;-132
0.74;0.62;0.60;0.80;0.65;447
0.70;0.58;0.60;0.73;0.60;133
0.67;0.53;0.56;0.67;0.55;58
0.69;0.54;0.57;0.68;0.57;-494
0.74;0.64;0.60;0.80;0.65;292
0.73;0.61;0.60;0.76;0.61;424
0.70;0.52;0.58;0.70;0.58;27
0.66;0.55;0.57;0.68;0.57;-458
0.73;0.63;0.60;0.78;0.64;288
0.73;0.60;0.60;0.76;0.63;187
0.68;0.53;0.55;0.70;0.56;34
0.67;0.52;0.57;0.67;0.56;-177
0.68;0.59;0.58;0.74;0.58;157
0.75;0.63;0.63;0.81;0.65;255
0.65;0.56;0.58;0.71;0.57;61
0.65;0.53;0.56;0.67;0.55;-12
0.68;0.53;0.58;0.68;0.55;98
0.70;0.58;0.57;0.71;0.57;25
0.79;0.63;0.61;0.80;0.64;144
0.78;0.60;0.61;0.78;0.65;81
0.68;0.55;0.57;0.69;0.58;8
0.65;0.52;0.56;0.66;0.55;44

0.67;0.57;0.57;0.68;0.55;54
0.68;0.54;0.58;0.68;0.56;56
0.66;0.56;0.58;0.68;0.56;55
0.67;0.56;0.57;0.67;0.57;59
0.66;0.55;0.58;0.69;0.53;39
0.66;0.55;0.57;0.70;0.57;40
0.66;0.57;0.57;0.67;0.55;70
0.66;0.55;0.57;0.68;0.55;73
0.65;0.56;0.55;0.67;0.56;46
0.69;0.58;0.56;0.68;0.56;74
0.70;0.67;0.58;0.77;0.64;61
0.72;0.65;0.58;0.79;0.65;-21
0.66;0.52;0.58;0.69;0.58;1
0.65;0.52;0.56;0.67;0.55;157
0.70;0.66;0.58;0.76;0.60;11
0.72;0.64;0.59;0.77;0.62;13
0.66;0.51;0.57;0.67;0.55;67
0.67;0.53;0.56;0.67;0.54;-40
0.66;0.52;0.56;0.68;0.55;-189
0.69;0.55;0.56;0.69;0.55;-162
0.72;0.61;0.63;0.75;0.55;199
0.78;0.64;0.67;0.77;0.58;171
0.68;0.53;0.58;0.66;0.56;127
0.65;0.54;0.56;0.66;0.54;32
0.67;0.53;0.57;0.68;0.55;-166
0.69;0.55;0.58;0.71;0.54;-410
0.74;0.56;0.69;0.73;0.56;176
0.77;0.58;0.79;0.78;0.61;390
0.69;0.54;0.63;0.68;0.58;189
0.67;0.55;0.58;0.65;0.55;-109
0.66;0.56;0.56;0.69;0.54;-465
0.74;0.61;0.71;0.80;0.59;298
0.74;0.60;0.71;0.76;0.60;247
0.67;0.54;0.57;0.64;0.55;248
0.66;0.54;0.56;0.65;0.55;66
0.67;0.55;0.56;0.65;0.55;18
0.70;0.58;0.62;0.69;0.57;-15
0.71;0.60;0.61;0.72;0.59;186
0.68;0.54;0.55;0.65;0.55;181
0.67;0.53;0.56;0.67;0.55;20

0.67;0.56;0.57;0.67;0.55;63
0.66;0.55;0.58;0.68;0.56;34
0.67;0.57;0.58;0.69;0.56;17
0.67;0.55;0.57;0.70;0.56;77
0.66;0.56;0.58;0.68;0.54;58
0.67;0.56;0.58;0.68;0.54;67
0.68;0.56;0.58;0.68;0.55;161
0.69;0.56;0.57;0.68;0.54;230
0.69;0.55;0.57;0.69;0.55;138
0.69;0.55;0.59;0.72;0.56;-84
0.74;0.62;0.67;0.86;0.55;203
0.79;0.65;0.79;0.88;0.63;90
0.71;0.57;0.64;0.68;0.57;-120
0.66;0.52;0.56;0.62;0.56;-37
0.67;0.54;0.56;0.65;0.55;152
0.67;0.54;0.57;0.67;0.55;-341
0.72;0.58;0.64;0.73;0.55;46
0.78;0.67;0.79;0.85;0.60;229
0.73;0.62;0.71;0.74;0.61;131
0.67;0.53;0.59;0.63;0.57;35
0.66;0.56;0.56;0.64;0.55;-256
0.68;0.54;0.57;0.65;0.55;100
0.67;0.54;0.57;0.65;0.55;35
0.67;0.55;0.56;0.65;0.55;59
0.66;0.55;0.58;0.66;0.56;60
0.66;0.55;0.56;0.66;0.56;54
0.66;0.56;0.56;0.66;0.55;-51
